Track,Album Name,Artist,Release Date,All Time Rank,YouTube Views,TikTok Views,Explicit Track
Charm,Charm (Sped Up),Rema,4/26/2023,1387.0,103077029.0,291086000.0,1
Fast Forward,GAME PLAN,JEON SOMI,8/7/2023,2556.0,134376601.0,291191318.0,0
Peru,#NAME?,Fireboy DML,1/1/2020,2880.0,276127028.0,291943987.0,1
XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,8/25/2017,1855.0,333716726.0,293246122.0,1
Kitsch,Kitsch,IVE,3/27/2023,3798.0,136400964.0,293588190.0,0
All Girls Are The Same,All Girls Are The Same,Juice WRLD,4/13/2018,439.0,130721152.0,294545167.0,1
Mr. Brightside,Hot Fuss,The Killers,1/1/2004,3346.0,183968852.0,294739225.0,0
Make You Mine,Make You Mine,Madison Beer,2/9/2024,786.0,26653465.0,295301300.0,0
Flowers,Flowers,Lauren Spencer Smith,4/14/2022,4000.0,64169463.0,295540554.0,1
"Lagdi Lahore Di (From ""Street Dancer 3D"")","Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,1/15/2020,2713.0,540940484.0,295549159.0,0
Entre Nosotros,Entre Nosotros,Tiago PZK,7/8/2021,2935.0,221630313.0,295962547.0,0
Cover Me In Sunshine,Cover Me In Sunshine,P!nk,2/12/2021,1715.0,115408379.0,296160904.0,0
Love Again,Future Nostalgia,Dua Lipa,3/27/2020,1279.0,419361718.0,296169569.0,0
Demons,Continued Silence - EP,Imagine Dragons,1/1/2012,847.0,1738647396.0,296361891.0,0
Welcome To Brixton,Welcome To Brixton,SR,11/27/2020,4565.0,95279761.0,296502190.0,1
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,1/7/2024,113.0,389540239.0,296522040.0,0
The Astronaut,The Astronaut,JIN,10/28/2022,1382.0,111977553.0,296725035.0,0
Back for More (with Anitta),Back for More (with Anitta),TOMORROW X TOGETHER,9/15/2023,2580.0,112494830.0,296861046.0,0
Lihim,Lihim,Arthur Miguel,7/28/2023,3849.0,19337973.0,297146611.0,0
Basit Numaralar,Basit Numaralar,Zerrin ï¿½ï¿,8/4/2023,1299.0,215435066.0,297307993.0,0
ETA,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,1038.0,189170317.0,297802502.0,0
The Sound Of Silence,The Sound of Silence (CYRIL Remix),Disturbed,1/1/2015,2022.0,1442138188.0,297856843.0,0
Panic Room,Panic Room,Au/Ra,2/9/2018,3821.0,183409458.0,298147047.0,0
Whatever She Wants,Whatever She Wants,Bryson Tiller,2/13/2024,197.0,19787472.0,298300000.0,1
Prohibidox,FELIZ CUMPLEAï¿½ï¿½OS FERXXO TE PIRATEAMOS EL ï¿,Feid,9/14/2022,2012.0,201168669.0,298398790.0,0
Memories,Memories,Conan Gray,4/15/2022,2494.0,65247352.0,299317588.0,0
Felina,Felina,WIU,9/22/2022,2331.0,199523728.0,299633568.0,0
Hot N*gga,Hot N*gga,Bobby Shmurda,7/25/2014,3851.0,1058207974.0,300243753.0,1
LOT OF ME,We Love You Tecca 2,Lil Tecca,8/27/2021,4069.0,44097619.0,300555534.0,0
Moonlight,?,XXXTENTACION,3/16/2018,375.0,1607650475.0,300772720.0,1
F.N.F. (Let's Go),F.N.F. (Let's Go) - Single,Hitkidd,5/3/2022,2948.0,107349472.0,301331608.0,1
Lavender Haze,Midnights,Taylor Swift,10/21/2022,1090.0,26695871.0,302181012.0,1
Vivir Mi Vida,3,Marc Anthony,7/23/2013,2210.0,1398550208.0,302300755.0,0
We Are Young (feat. Janelle Monï¿½ï¿½e) - feat. Janelle M,We Are Young (feat. Janelle Monï¿½ï,fun.,9/20/2011,1414.0,213210779.0,302798025.0,0
Baila Conmigo (with Rauw Alejandro),Baila Conmigo (with Rauw Alejandro),Selena Gomez,1/29/2021,3335.0,228278348.0,303099826.0,0
Heaven,Heaven,Niall Horan,2/17/2023,1784.0,25068301.0,303361656.0,0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,10/5/2021,1104.0,410395727.0,303742856.0,1
"24/7, 365","24/7, 365",elijah woods,7/24/2023,2359.0,31715988.0,303931523.0,0
Cha Cha Cha,Cha Cha Cha,Kï¿½ï¿½ï¿½,1/17/2023,2624.0,85239745.0,304146444.0,0
Highs & Lows,Highs & Lows,Prinz,6/2/2023,2530.0,30831455.0,304170641.0,0
Legends Never Die,Legends Never Die (feat. Against The Current),League of Legends,9/15/2017,3841.0,529533138.0,304569731.0,0
Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,Praise The Lord (Da Shine) (feat. Skepta) [Durdenhauer Edit],Durdenhauer,11/18/2022,3039.0,5711976.0,304670358.0,1
Energy,Energy,Digga D,3/9/2023,4113.0,10699230.0,306310318.0,1
Quiï¿½ï¿½reme Mientras Se P,Quiï¿½ï¿½reme Mientras Se P,Manuel Turizo,5/1/2020,3857.0,347013964.0,306310424.0,0
RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),Black Eyed Peas,10/12/2019,659.0,1188737111.0,307352160.0,1
Chosen (feat. Ty Dolla $ign),No Love Lost (Deluxe),Blxst,12/4/2020,1705.0,139825996.0,308612495.0,1
Pï¿½ï¿½,Pï¿½ï¿½gate - Si,Standly,1/3/2022,3168.0,297484348.0,308712763.0,0
Too Good,Views,Drake,4/29/2016,4074.0,10990620.0,308797315.0,1
Chica Ideal,Chica Ideal,Sebastian Yatra,10/16/2020,3009.0,369062658.0,308973919.0,0
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,1/17/2020,572.0,657464189.0,310162794.0,1
Acapulco,Acapulco,Jason Derulo,9/3/2021,2608.0,83588626.0,310298540.0,0
Criminal,Criminal,NATTI NATASHA,8/18/2017,648.0,2707034440.0,312894649.0,0
Losing It,Losing It,FISHER,7/13/2018,2668.0,96992359.0,313069043.0,0
Sofia,Sofia,Clairo,7/26/2019,2946.0,168855750.0,313505897.0,0
Heart Like A Truck,Heart Like A Truck,Lainey Wilson,5/20/2022,1906.0,96079749.0,313652545.0,0
GIVENCHY,Temporada de Reggaetï¿½ï¿,Duki,7/20/2022,2436.0,203263077.0,313936580.0,1
Plug Walk,Plug Walk,Rich The Kid,2/8/2018,4324.0,97882796.0,314775951.0,1
Eres Mï¿½,"Fï¿½ï¿½rmula, Vol. 2 (Deluxe Edit",Romeo Santos,2/25/2014,3583.0,1452593496.0,314778494.0,0
Style (Taylor's Version),1989 (Taylor's Version),Taylor Swift,10/26/2023,1551.0,19719217.0,315337428.0,0
Faz um Vuk Vuk (Teto Espelhado),Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,7/20/2023,1145.0,183254308.0,315723211.0,1
Maniac,Maniac,Conan Gray,10/25/2019,3653.0,108306968.0,316355255.0,0
Leave Me Alone,Leave Me Alone,Flipp Dinero,3/14/2018,2782.0,364860562.0,318020837.0,1
"...And to Those I Love, Thanks for Sticking Around",STOP STARING AT THE SHADOWS,$uicideboy$,2/14/2020,1709.0,269460083.0,318296586.0,1
iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),KYLE,12/2/2016,1325.0,686017624.0,318342595.0,1
The Way I Are,Shock Value (International Version),Timbaland,1/1/2007,4495.0,671323389.0,318483532.0,0
Satu Rasa Cinta,Satu Rasa Cinta - Single,Happy Asmara,12/3/2022,2662.0,10165956.0,319066421.0,0
Por Mi Mexico (Remix),"Por Mi Mï¿½ï¿½xico (Remix) [feat. Dharius, C-Kan, MC Davo & Neto Peï¿½ï¿½a] ",Lefty Sm,8/25/2023,703.0,236734405.0,319127773.0,1
Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,3/5/2021,985.0,104966782.0,319496635.0,1
Con Calma,Con Calma,Daddy Yankee,1/24/2019,236.0,3207187334.0,319615777.0,0
Whatï¿½ï¿½ï¿½,Scary Hours 2,Drake,3/5/2021,2220.0,84527592.0,320457752.0,1
Kï¿½ï¿½R,Kï¿½ï¿½R,KAROL G,2/23/2023,3369.0,97148590.0,322572081.0,0
Playa Del Inglï¿½,Playa Del Inglï¿½ï¿½s - Si,Quevedo,12/15/2022,1227.0,151166424.0,323188246.0,0
Lush Life,Lush Life,Zara Larsson,6/5/2015,3687.0,156015402.0,323351717.0,0
Slide,Slide,Calvin Harris,2/24/2017,3555.0,37191231.0,323428098.0,1
Oh My God,30,Adele,11/19/2021,1327.0,175552661.0,324045421.0,0
Bodak Yellow,Bodak Yellow,Cardi B,6/16/2017,1932.0,73078701.0,324949762.0,1
Better Things,Better Things - Single,aespa,8/18/2023,3738.0,100786648.0,325517526.0,0
Hope,?,XXXTENTACION,3/16/2018,519.0,460915912.0,325870631.0,1
Con La Brisa,Black Panther: Wakanda Forever - Music From and Inspired By,Foudeqush,11/4/2022,3313.0,170892300.0,326613325.0,0
Mahiye Jinna Sohna,Mahiye Jinna Sohna,Darshan Raval,6/22/2023,1823.0,117750348.0,327071314.0,0
Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2/24/2023,3391.0,33253817.0,327222300.0,1
Fair Trade (with Travis Scott),Certified Lover Boy,Drake,9/3/2021,708.0,173633158.0,327393753.0,1
Calor,Calor - Single,Nicky Jam,8/31/2023,3076.0,44666270.0,327422042.0,0
You Proof,You Proof,Morgan Wallen,5/13/2022,494.0,141964689.0,327463451.0,0
P power (feat. Drake),DRIP SEASON 4EVER,Gunna,1/7/2022,2671.0,31666337.0,327835388.0,1
Un Coco,Un Verano Sin Ti,Bad Bunny,5/6/2022,1904.0,243635144.0,327984369.0,0
We Are Never Ever Getting Back Together,We Are Never Ever Getting Back Together,Taylor Swift,1/1/2012,3197.0,909093534.0,328889314.0,0
LOCATION,LOCATION,KAROL G,2/12/2021,2551.0,525752748.0,329180615.0,1
Best Day Of My Life,American Authors - EP,American Authors,1/1/2013,3140.0,349753696.0,329470084.0,0
moment,moment,Vierre Cloud,12/19/2019,3628.0,25031987.0,332001686.0,0
Fluxxwave,Fluxxwave,Clovis Reyes,5/7/2023,2002.0,171113686.0,332392194.0,0
Debo Entender,Debo Entender,Santa Fe Klan,12/12/2019,2168.0,917170916.0,332846214.0,0
Dime Cï¿½ï¿½mo Qui,Dime Cï¿½ï¿½mo Qui,Christian Nodal,11/12/2020,1692.0,818241698.0,333893267.0,0
FRIKI,FRIKI,Feid,12/10/2021,3939.0,230466044.0,333978136.0,0
Love Me Again,Layover,V,8/11/2023,1402.0,95442324.0,335526234.0,0
PLIS,PLIS,Camilo,2/6/2024,2593.0,21688661.0,336367149.0,0
Lucid Dreams,Lucid Dreams,Juice WRLD,5/4/2018,150.0,987143411.0,338071383.0,1
Make No Sense,AI YoungBoy 2,YoungBoy Never Broke Again,10/11/2019,3876.0,122850735.0,338188316.0,1
Cash In Cash Out,Cash In Cash Out,Pharrell Williams,6/10/2022,3121.0,21990862.0,338747583.0,1
Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,1/1/2009,2695.0,993529828.0,338781002.0,0
Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,1/1/2019,486.0,1001433936.0,338873585.0,1
Say Something,Say Something,A Great Big World,11/4/2013,3714.0,113298251.0,339277915.0,0
Sakhiyaan,Sakhiyaan,Maninder Buttar,10/21/2018,3668.0,776438148.0,339486868.0,0
Into You,Dangerous Woman,Ariana Grande,4/1/2016,1571.0,1149519353.0,340034199.0,0
Whatever It Takes,Whatever It Takes,Imagine Dragons,5/9/2017,944.0,1192880501.0,340416328.0,0
penjaga hati,penjaga hati,Nadhif Basalamah,6/21/2023,3304.0,99627762.0,341258424.0,0
My Baby,My Baby,Diamond Platnumz,2/3/2023,1787.0,25504572.0,341343712.0,0
Inolvidable,Inolvidable,Ovy On The Drums,1/15/2020,3712.0,515007268.0,341404786.0,0
Rush,Rush,Troye Sivan,7/13/2023,1109.0,59684881.0,341762321.0,1
Are You Bored Yet? (feat. Clairo),Are You Bored Yet? (feat. Clairo),Wallows,2/1/2019,3186.0,125641322.0,342062376.0,0
Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),Calvin Harris,3/10/2023,470.0,81238584.0,342295893.0,0
United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,2578.0,38465606.0,342828836.0,1
"You're On Your Own, Kid",Midnights,Taylor Swift,10/21/2022,3585.0,43130763.0,342958656.0,0
We Can't Stop,NOW: The Hits Of Summer 2014,Miley Cyrus,1/1/2013,2003.0,1310779877.0,343153571.0,0
Higher Power,Higher Power,Coldplay,5/7/2021,2016.0,137534459.0,343629235.0,0
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,5/11/2018,3809.0,168225696.0,343926725.0,1
Bang!,Bang!,AJR,2/12/2020,1550.0,140168452.0,344434215.0,0
How We Roll,How We Roll,Ciara,8/4/2023,684.0,66350451.0,344537974.0,1
Pacto (feat. Luar La L),Pacto (feat. Luar La L),Jay Wheeler,4/24/2023,2547.0,74399520.0,344636407.0,1
Girlfriend,The Second Wave (Deluxe),Ruger,6/17/2022,2691.0,126849797.0,344920965.0,1
Cake By The Ocean,Pop Music Best Hit 2012-16's VOL18,DNCE,1/1/2012,2863.0,205204907.0,345185931.0,1
Blank Space,1989 (Deluxe),Taylor Swift,1/1/2014,463.0,3624778617.0,346032878.0,0
Siempre Pendientes,Siempre Pendientes,Peso Pluma,8/15/2022,2865.0,115349777.0,347269682.0,1
Your Power,Your Power,Billie Eilish,4/29/2021,2838.0,170437339.0,347631092.0,0
La Morocha,La Morocha,Luck Ra,7/7/2023,710.0,289561672.0,348308009.0,0
When We Were Young,25,Adele,11/20/2015,2305.0,1021758621.0,348333229.0,0
Mamichula - con Nicki Nicole,Atrevido,Trueno,7/23/2020,2013.0,606811318.0,348605056.0,0
July,July,Noah Cyrus,7/31/2019,2927.0,122949402.0,348624319.0,0
CAKE,KILL MY DOUBT,ITZY,7/31/2023,2981.0,132379481.0,348717938.0,0
Locked Away (feat. Adam Levine),Locked Away,R. City,6/29/2015,1355.0,1273135552.0,348767238.0,0
La Jumpa,La Jumpa,Arcï¿½ï¿½,11/30/2022,726.0,131057530.0,348775704.0,1
Let The Light In (feat. Father John Misty),Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,3/10/2023,3932.0,21619.0,349168412.0,0
Tapï¿½ï¿½o Na ,Som No Talo,Raï¿½ï¿½ Saia Ro,1/22/2021,3933.0,452999889.0,349411180.0,0
ýýýýýýýýý,ýýýýýýýýý,tuki.,9/29/2023,3050.0,102713271.0,349668362.0,0
Murder On My Mind,Murder On My Mind,YNW Melly,6/1/2018,934.0,952644680.0,350694950.0,1
SEJODIOTO,SEJODIOTO,KAROL G,9/21/2021,4533.0,154323126.0,351428481.0,1
Iï¿½ï¿½ï¿½m Not Here To Make Friends (feat. Calvin Harris & Jessie ,Gloria,Sam Smith,1/27/2023,3386.0,37582359.0,351979940.0,0
Yebbaï¿½ï¿½ï¿½s Hear,Certified Lover Boy,Drake,9/3/2021,3448.0,59701089.0,352584596.0,1
Die For You,SMITHEREENS,Joji,11/4/2022,1412.0,77291326.0,352701529.0,0
Galway Girl,ýý (Deluxe),Ed Sheeran,3/3/2017,1535.0,869890899.0,353002887.0,0
Con Altura,Con Altura,ROSALï¿½,3/28/2019,566.0,2296478541.0,353024939.0,0
A Mï¿,A Mï¿,Rels B,2/21/2019,2716.0,655475553.0,353157722.0,0
Callaita,Callaita,Bad Bunny,5/31/2019,638.0,1341625876.0,354361373.0,1
Goosebumps,Goosebumps,HVME,6/12/2020,1999.0,78671735.0,354473655.0,1
Je M'appelle,Je M'appelle,Benzz,4/21/2022,2358.0,96088327.0,354699237.0,1
Plan A,Plan A,Paulo Londra,3/23/2022,2808.0,237452601.0,356327284.0,0
Nonsense,emails i can't send,Sabrina Carpenter,7/15/2022,1129.0,156580179.0,357890160.0,0
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,10/22/2021,3909.0,256030564.0,358391850.0,1
Pointless,Pointless,Lewis Capaldi,12/2/2022,3051.0,21962893.0,358616039.0,0
ON,MAP OF THE SOUL : 7,BTS,2/21/2020,1939.0,945639729.0,359662248.0,0
34+35,Positions,Ariana Grande,10/30/2020,727.0,722372895.0,359903081.0,1
Corazï¿½ï¿½n Roto - R,Corazï¿½ï¿½n Roto (Re,Brray,4/7/2023,931.0,178302256.0,359964365.0,1
LUNCH,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,13.0,40022524.0,360017000.0,0
Wake Me Up,TRUE,Avicii,1/1/2013,436.0,3214634614.0,360378218.0,0
WANNABE,IT'z ME,ITZY,3/9/2020,2825.0,731488947.0,362463277.0,0
The Greatest,The Greatest,Sia,1/1/2016,3812.0,864787930.0,363488557.0,0
Bandido,Bandido,Myke Towers,12/10/2020,717.0,1036334853.0,363627962.0,0
Sky,Whole Lotta Red,Playboi Carti,12/25/2020,1147.0,183959519.0,363975031.0,1
Calidad,Calidad,Grupo Firme,7/12/2022,2238.0,272892088.0,364940104.0,0
Tu Turrito,Tu Turrito,Rei,5/4/2022,2918.0,291692983.0,365176711.0,0
Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),Nardo Wick,7/22/2022,3766.0,35675859.0,365465494.0,1
ALL MINE,WASTELAND,Brent Faiyaz,7/8/2022,1232.0,77564375.0,366123920.0,1
Hot (feat. Gunna),So Much Fun,Young Thug,8/16/2019,3635.0,292576551.0,366572254.0,1
Hotel,Hotel,Montell Fish,9/16/2022,2291.0,38522238.0,366838888.0,0
SPOT!,SPOT!,ZICO,4/26/2024,153.0,100148771.0,366905484.0,0
Call Me Maybe,Kiss,Carly Rae Jepsen,1/1/2012,960.0,2007334200.0,367016981.0,0
Belly Dancer,Belly Dancer,Imanbek,2/18/2022,1047.0,152539885.0,367187204.0,0
Let You Love Me,Let You Love Me,Rita Ora,9/21/2018,3183.0,684308632.0,367325979.0,0
Good News,Good News,Mac Miller,1/9/2020,3567.0,183168994.0,367511487.0,0
Sonrï¿½ï¿½ele a la ,Sonrï¿½ï¿½ele a la ,DnK,6/25/2021,1590.0,542279.0,367663104.0,0
Ferrari,Ferrari,James Hype,3/15/2022,366.0,202193289.0,368044894.0,0
Dilemma,Nellyville (Explicit Version),Nelly,6/25/2002,2573.0,1639732381.0,368297203.0,1
Dead Man Walking,Dead Man Walking,Brent Faiyaz,9/18/2020,3382.0,94620680.0,368523039.0,1
BOOMBAYAH,SQUARE ONE,BLACKPINK,8/8/2016,2024.0,1785015062.0,368912538.0,0
512,Primer Dia de Clases,Mora,2/5/2021,2674.0,270122797.0,369308687.0,1
All We Got (feat. KIDDO),All We Got (feat. KIDDO),Robin Schulz,10/16/2020,4215.0,67857878.0,369606102.0,1
the perfect pair,Beatopia,beabadoobee,7/15/2022,2936.0,34590747.0,369833975.0,0
Rover,Rover - The 3rd Mini Album - EP,KAI,3/13/2023,4349.0,112805596.0,369994690.0,0
Break Free,Pop Party 13,Ariana Grande,1/1/2014,2610.0,1288704058.0,371404445.0,0
What Else Can I Do?,Encanto (Original Motion Picture Soundtrack),Diane Guerrero,11/19/2021,4186.0,278576205.0,371511075.0,0
X,X,Nicky Jam,2/22/2018,3319.0,87459823.0,371899059.0,0
Me Rehï¿½ï,Me Rehï¿½ï,Danny Ocean,9/16/2016,3274.0,734259158.0,371899383.0,0
Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,Drake,6/15/2019,2275.0,243075035.0,371952869.0,1
idontwannabeyouanymore,dont smile at me,Billie Eilish,7/21/2017,2166.0,522422864.0,372214292.0,0
DILUVIO,PLAYA SATURNO,Rauw Alejandro,7/7/2023,1078.0,113130284.0,372688472.0,1
The Thrill,The Thrill,Wiz Khalifa,11/11/2020,3350.0,28737121.0,374299600.0,1
"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]","Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",Camidoh,4/8/2022,2498.0,112013583.0,375062387.0,1
Starboy,Starboy,The Weeknd,9/22/2016,265.0,2829990867.0,375498232.0,1
Billete Grande (En Vivo),Billete Grande (En Vivo),Fuerza Regida,8/2/2022,1377.0,368079858.0,375768071.0,0
Sorry,Sorry,Justin Bieber,10/23/2015,264.0,4467507940.0,376376728.0,0
Mon Amour,Mon Amour,Annalisa,3/31/2023,2488.0,98278396.0,376919346.0,0
For My Hand (feat. Ed Sheeran),"Love, Damini",Burna Boy,7/1/2022,1366.0,170657868.0,377028109.0,0
Ya Leil W Yal Ein,Ya Leil W Yal Ein,AL SHAMI,9/20/2023,1574.0,172936554.0,377386323.0,0
Coraï¿½ï¿½ï¿½ï¿½o,Manual de Como Amar Errado,WIU,11/29/2022,2333.0,181495900.0,378296874.0,1
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,4/12/2024,37.0,62694868.0,378313942.0,1
Pursuit Of Happiness (nightmare),Man On the Moon: The End of Day,Kid Cudi,1/1/2009,4330.0,371080713.0,378996312.0,1
Be Alright,Be Alright,Dean Lewis,6/29/2018,1042.0,244698483.0,379547638.0,1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Djpaoremix,2/3/2023,2792.0,6873380.0,379926509.0,0
Snow On The Beach (feat. Lana Del Rey),Midnights,Taylor Swift,10/21/2022,3139.0,60531630.0,380293826.0,1
Solo Conmigo,"Fï¿½ï¿½rmula, Vo",Romeo Santos,9/1/2022,1526.0,242164034.0,381807302.0,0
Hands up!,Hands up!,6arelyhuman,12/10/2022,3533.0,26566933.0,381921701.0,1
Lonely At The Top,Work Of Art,Asake,6/15/2023,947.0,75076449.0,382487197.0,0
Girl,Easy Money Baby,Myke Towers,1/24/2020,3523.0,386760006.0,384081312.0,1
Roar,2013 The Hottest,Katy Perry,1/1/2013,725.0,4386626671.0,385015724.0,0
Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,3/16/2017,954.0,1523128022.0,386013926.0,0
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Speak Now (Taylor's Version),Taylor Swift,7/7/2023,2673.0,41065721.0,386594049.0,0
Houdini,Houdini - Single,Dua Lipa,11/9/2023,47.0,150571504.0,386610043.0,0
Caramelo,Caramelo,Ozuna,6/11/2020,1795.0,585332283.0,387733644.0,0
Sip (Alcohol),Alcohol - Single,Joeboy,9/24/2021,2063.0,215744090.0,388440929.0,0
Feel This Moment,Greatest Hits,Pitbull,1/1/2009,4243.0,830074389.0,388454078.0,0
One Dance,One Dance (feat. Wizkid & Kyla) - Single,Drake,4/4/2016,518.0,456806913.0,388544079.0,0
Alone,Alone,Alan Walker,1/1/2016,1667.0,1695861663.0,388592360.0,0
Paris,Paris,The Chainsmokers,1/13/2017,3243.0,96234317.0,388633141.0,0
SHEESH,BABYMONS7ER,BABYMONSTER,4/1/2024,32.0,359896095.0,390081328.0,0
Sex on Fire,Balance Le Son,Kings of Leon,1/1/2008,3116.0,683904891.0,391021166.0,0
Gata Only,Gata Only - Single,FloyyMenor,12/21/2023,224.0,108313521.0,391444977.0,0
Terminator,Terminator,King Promise,5/5/2023,2559.0,56469190.0,391501573.0,0
You're Welcome,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Dwayne Johnson,11/18/2016,1372.0,1771543816.0,392249223.0,0
Thousand Miles,Thousand Miles,The Kid LAROI,4/22/2022,1583.0,77821012.0,393771352.0,1
Supernova,Supernova,aespa,5/13/2024,63.0,111310770.0,393973528.0,0
Ya Supï¿½ï¿½rame (En V,Ya Supï¿½ï¿½rame (En Vivo) - Si,Grupo Firme,8/13/2021,1210.0,662346628.0,394751759.0,0
The Search,The Search,NF,5/30/2019,1951.0,362990075.0,394839659.0,0
Matilda,Harry's House,Harry Styles,5/20/2022,3003.0,50100652.0,395014106.0,0
The Kind of Love We Make,The Kind of Love We Make,Luke Combs,6/17/2022,628.0,123212252.0,395041727.0,0
Mwaki,SURRENDER,Zerb,9/27/2023,383.0,78160610.0,395342206.0,0
Endless Summer,Endless Summer,Alan Walker,7/13/2023,1040.0,6667293.0,395590915.0,1
Botella Tras Botella,Botella Tras Botella,Gera MX,4/23/2021,747.0,895962908.0,396552302.0,0
Natural,Natural,Imagine Dragons,7/17/2018,674.0,1220581919.0,396994100.0,0
You Right,You Right,Doja Cat,6/24/2021,713.0,379404120.0,397005694.0,1
Mood,Mood,Makar,8/5/2022,3551.0,43654805.0,397336191.0,1
you should see me in a crown,you should see me in a crown,Billie Eilish,7/18/2018,2370.0,520754022.0,397345798.0,0
The One That Got Away,Teenage Dream,Katy Perry,1/1/2010,4172.0,1126799119.0,397746382.0,0
Payphone,Overexposed Track By Track,Maroon 5,1/1/2012,1153.0,1051247406.0,397860038.0,1
VOID,VOID,Melanie Martinez,3/29/2023,4259.0,36712138.0,399701698.0,0
LA FAMA,LA FAMA (feat. The Weeknd) - Single,ROSALï¿½,11/11/2021,1453.0,301677718.0,399821879.0,0
Someone Like You,21' Sampler,Adele,1/18/2011,1345.0,759564393.0,401049702.0,0
Girls,Girls - The 2nd Mini Album,aespa,7/8/2022,3923.0,267348363.0,401260794.0,0
Revenge,17,XXXTENTACION,8/25/2017,3867.0,910676.0,401420595.0,1
You Say,You Say,Lauren Daigle,7/13/2018,2033.0,435065136.0,401544074.0,0
SUPERMODEL,SUPERMODEL,Mï¿½ï¿½ne,5/13/2022,1936.0,29232672.0,401636873.0,0
Beauty And A Beat,Believe,Justin Bieber,1/1/2012,3001.0,1187480897.0,401762489.0,0
Talk My Shit,Mr Beat The Road,BossMan Dlow,3/15/2024,4289.0,12071403.0,403343301.0,1
Por Primera Vez,Por Primera Vez,Camilo,3/9/2020,3201.0,586564510.0,403373148.0,0
Italodisco,Italodisco,The Kolors,5/5/2023,762.0,142319744.0,403681891.0,1
Stitches,Stitches,Shawn Mendes,2/10/2015,700.0,2115112270.0,403748250.0,0
Loco Contigo (feat. J. Balvin & Tyga),"Loco Contigo (with J. Balvin, feat. Tyga)",DJ Snake,6/13/2019,1144.0,587804570.0,404031807.0,0
AMARGURA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,477.0,317295184.0,404330162.0,1
El Efecto,El Efecto,Rauw Alejandro,3/15/2019,1766.0,994008600.0,404797553.0,0
Roses,Roses,The Chainsmokers,6/16/2015,2270.0,585020723.0,405625969.0,0
Space Cadet (feat. Gunna),NOT ALL HEROES WEAR CAPES,Metro Boomin,11/2/2018,2416.0,182161713.0,405647527.0,1
Girls Like You (feat. Cardi B),Red Pill Blues (Deluxe),Maroon 5,11/3/2017,694.0,1225467157.0,405895763.0,1
Wild Side (feat. Cardi B),Wild Side (feat. Cardi B) - Single,Normani,7/16/2021,2476.0,235286963.0,406413864.0,1
Sugar,V (Deluxe),Maroon 5,8/29/2014,399.0,4151880976.0,406531709.0,1
Filhall 2,Filhall 2,B Praak,6/19/2020,1721.0,1138411241.0,408728922.0,0
"Steal The Show - From ""Elemental""","Steal The Show (From ""Elemental"")",Lauv,6/2/2023,749.0,198045947.0,409104776.0,0
Wildberry Lillet,Wildberry Lillet,Nina Chuba,8/12/2022,3694.0,62678908.0,409238375.0,0
Kahani Suno 2.0,Kahani Suno 2.0,Kaifi Khalil,5/31/2022,1027.0,510727740.0,410960127.0,0
Mbappe,"SEN2 KBRN, VOL. 2",Eladio Carrion,11/18/2022,3250.0,94105710.0,411286349.0,1
Niï¿½ï¿½a Bo,Niï¿½ï¿½a Bo,Feid,4/21/2023,1508.0,86652111.0,411538350.0,0
